query	answer
有一天坐公共汽车，车内买票人数只有坐车人数的1/3，售票员对此无动于衷。假设有月票的人也买了票，而且无一个小孩，请问这种情况会不会有？	只有一个乘客
小杰最爱吹牛，但是为什么他说大家都说他讲话很实在？	因为他正在吹牛
什么情况下东西最难找？	迷路时，迷路就分不清东和西方向了
小明家有一只名叫旺旺的小狗，怎样才能让它迅速变大呢？	去掉“；犬”；字头上的一点就能迅速变成“；大”；。
对一个打算把头发留到腰部的人来说，最重要的一件事是什么？	晚上不要穿着白衣服出门
什么地方很轻松就可以爬上去，却很难下得来？	床上。
什么东西往上升永远掉不下来？	年龄
艺人方芳和方芳芳有什么关系？	一个是方的平方一个是方的立方
把一只小鸭和小苹果一起放到水里，没想到小鸭被淹死了。（打一首歌曲）	筷子兄弟《小苹果》（溺死我的小鸭小苹果）
强尼每天晚上做梦都梦到猫要吃他，他又不是老鼠，为什么？	他白天在迪尼斯扮演米老鼠
司机李强坐上驾驶座开动汽车之前，做的第一件事是什么？	关上车门
你能想象一下，在什么情况下，8加10等于6吗？	在时间上，8点再加上10个小时就是6点。
头在海里游泳，尾在天上发光？（打一字）	鲁
在有100个代表队参加的足球淘汰赛中，要决出冠军队，至少需进行多少次比赛？	一次只能淘汰一个队故需要99次。
有一次，老李买了一只狗，买了一篮子骨头，他休息时，用一根5米的绳子将狗拴在路边树上，将骨头放在离狗8米的地方，但过了一会儿，他发现骨头被狗叼走了，你知道为什么吗？	因为狗在树的这一端，骨头在树另一端，它们相距8米
今天教育儿子说以后娶妻别娶漂亮的，容易出轨。儿子满口答应说：嗯，要娶妈这样的。老婆不淡定了。	嗯，要娶妈这样的
谁在弹奏萧邦的夜曲？	维尼小熊（为你弹奏萧邦的夜曲）
你能在1米高的纸上画一个1．8米高的人吗？	可以，画成弯腰捡钱的样子。
突然又来了一群狼---继续猜一植物	杨梅（羊没）
大男人在小便。。。。猜一物	花（flower扶老二）
小张开车，不小心撞上电线杆发生车祸，警察到达时车上有个死人，小张说这与他无关，警察也相信了，为什么？	小张是开灵车的
少林寺的武僧为什么都剃光头？	因为怕打架的时候对方薅头发！
著名歌手罗大佑有一天出现在热闹的西门町街头，为什么却没有半个人认出他来？	因为他忘了带墨镜
什么车最不可能发生车祸？	灵车
一个小孩和一个大人在漆黑的夜晚走路，小孩是大人的儿子，大人却不是小孩的父亲，请问为什么？	因为他们是母子关系
什么帽不能戴？	螺丝帽
什么东西被打碎之后一会儿就会自动恢复？	水面。
什么地方恶人们不再干扰得你心烦意乱，而只好与你生活在一起？	天堂
对一个人来说太多，两个人就正好，三个人就什么也不是了。这是什么呢？	秘密
杏子从52楼跳下，为什么没事？	她是只鸟
一只鸡，一只鹅，放冰箱里，鸡冻死了，鹅却活着，为什么？	是企鹅
女人为什么喜欢买包？	因为包治百病
炎热的夏天，又有谁会裹着皮袄？	模特儿
你猜，作家的写作方式是什么？	从左往右|从左到右|从哲往右|网游
有一只熊走过来是什么成语？	有备而来（有bear来）
要形容一个长得丑的女生好看，说什么话她最高兴？	谎话
去同一层楼，小王坐电梯，小李走楼梯，为什么小李先到？	因为停电了！
用三个3组成一个最大的数？	3的33次方
开学后最大的愿望是什么？	放假
谁能让全世界的妖魔鬼怪同时抱头鼠窜？	太阳
什么“光”会给人类带来痛苦？	耳光
为什么蚕宝宝很有钱？	因为蚕宝宝会结茧（节俭）
你知道为什么二流子乘车可以不付钱吗？	因为他乘的是警车，所以不用付钱
金木水火土中，哪个字的腿最长？	火|乎|火腿肠
什么蛋中看不中吃？	脸蛋
一个小姑娘再打排球，她发了一个球，可无论谁都接不着，为什麽？	球没发出去或出界了
小李总是吃软不吃硬，说明什么？	硬的嚼不动。
在一个寒冷冬日清晨，有一位西装革履的先生在河里拼命游水，你说这是为什么	他一不小心掉到河里
什么东西最大？	眼皮，眼皮一落，什么都给遮住了
什么地方能出生入死？	医院
小海看相声为什么从来不高兴？	小海是个聋子~
每个怀孕的女人都常常会去想象孩子未来的长相，为什么只有阿美例外	她到现在还没有想起来他爸爸长得什么样
鸡蛋最怕见到什么？	西红柿
哪一种鸭子颜色最漂亮？	烧鸭。
「狼来了9这个故事给人有什么启示？[答案]	同一大话只能重复两次
三兄弟中，虽然我跑得最慢，但如果没有我，他们俩也不知道跑了多少圈。猜猜看，我是什么？	时钟
用最简短的文字描述一场足球赛你会怎么说？	雨天停赛！
为什么天上会有星星？	证明爱因斯坦的相对论天上有星星地下也有猩猩
猪皮是用来作什么的呢？	包猪肉用的
为什么彤彤与壮壮第一次见面就一口咬定壮壮是喝羊奶长大的？	壮壮是一只羊
七个好人和三个坏蛋同搭一艘渡轮，中途船翻了，七个好人沉入水中淹死了，三个坏蛋却很快就浮出水面，为什么？	因为蛋坏了以后才能浮上来。
一家洗衣店招牌写着“二十四小时交货”，今天小高拿去洗，为何老板说要三天后才能拿到？	因为每天工作八小时三天正好24小时
在学校犯错被逮到之后当然会被记过，那为什么还要写悔过书呢？	以便励治下次再也不要被抓到
明明是个“错”字，为什么小华却偏偏说要“对”？	的确是个错字呀
一根针掉进海里了，怎么办好呢？	大海捞针啊
什么动物的尾巴寿命最短？	蝌蚪
有一位律师，他自己有了婚变，却站在太太的立场，免费担任太太的辩护律师，并且帮助她向丈夫要求更多的赡养费，最后这律师却没有任何损失，为什么？	因为这个律师正是那个太太
话说26个字母在外太空，ABC跑地球来了，外太空还有多少个字母？	20个，他们坐UFO下来的！
星期二过去是星期三，星期三过去是星期四，星期四过去却是星期天，为什么	多撕了两张日历
小王买一张奖票，中了一等奖，去领奖却不给？	没到领奖的日期
什么掌不能拍？	仙人掌
阿火在营光日的考试全部答对，为什么却没得到满分？	因为考的是是非题
酒喝多了伤人，不喝呢？	伤心
什么能够击倒世界拳击冠军？	磕睡
一头牛一年能吃4亩地的牧草，把3头牛关在一个20亩的牧场中，请问几年可以把草吃光？	吃不光，每年草都会长的。
为什么帅没有用？	到最后还不是会被卒吃掉！
借什么东西不用还？	借过
什么句子可以用来形容海尔波普彗星？	一失足成千古恨
外国人的长，中国人的短，公公没有，和尚用不着。	名字。
孔子为什么要周游列国？	因为飞机没有发明
阿兵哥出操去野外最喜欢打什么？	打香肠
什么东西可以让女人容颜永驻？	年轻时的照片
任何人必须去的地方是哪里？	厕所
有卖的，没买的，每天卖了不少的	门坎
阿丁做起事来总是拖泥带水，为什么却从没被长官处罚过？	阿丁盖碉堡的士兵
手和脚谁最受招人喜欢呢？	手
上无片瓦遮身，下无立锥之地。腰间挂个葫芦，只知阴阳之理。猜一字。	卜
把什么打破了不会受到处分而会得到奖励？	记录
怎样使一只用纸叠的船在水里不会被水浸坏？	在纸上涂一层蜡
你知道大圆脸是什么样的一种体验吗？	岁月|棱角
你能否用3跟筷子搭起一个比3大比4小的数？	搭成圆周率π
有一个网站，凡是上网的人没有不先去那里的，为什么？	任何人都能够各需所爱
最吉祥的男艺人是谁？	陶喆
你知道阿拉丁有几个哥哥吗？	三个|3
1升黄豆和1升芝麻混合在一起变成2升，这里有没有什么地方出错了？	黄豆和黄豆之间有不小的缝隙，而芝麻也有可能在这缝隙之间，所以如果将它们混合在一起，它们的体积少于2升。
个人无法做，一群人做没意思，两个人做刚刚好。请问是啥密事？	说悄悄话
为什么时钟上的秒针比分针细？	因为秒针跑得快些
除了辞海什么海没有水？	火海
如果有人向你问路，你最怕听到哪一句话？	这里是地球吗
为什么阿福总要等老师动手才去听老师的话？	他是个聋子
一位司机上了他驾驶的汽车后，做的第一个动作是什么？	第一个动作是坐下
一双鞋卖100元，一只鞋卖多少元？	不卖
有什么办法能使眉毛长在眼的下面	倒立
什么东西有一只眼睛，却看不见东西？	肚脐眼
什么东西可大可小，可长可短？	金箍棒
夜黑风高的晚上，小李遇见一个鬼，那鬼吓得落方而逃，为什么？	胆小鬼
后脑勺受过伤的人怎么睡觉？	闭着眼睛睡觉
什么水果成熟时是皮开肉绽的？	石榴
一公斤铁和一公斤棉花哪一个轻？	一样重
我们平时玩的扑克牌中，有几张翻过来后和原来的花纹是一样的？	一张都没有，反面怎么能和正面一样呢？
有一只蜗牛从新疆爬到海南只需1分钟，为什么？	他在地图上爬
两只长约7cm的红、黑螃蟹赛跑，谁会赢？	黑螃蟹，因为红螃蟹是煮熟了的
不相信恋人。猜一公安用语	怀疑对象
有名偷车贼，四下无人看到一辆法拉利为什么不偷？	那车是他的
一个弯腰的老人，喝了有一口水。打一字	句
什么地方只要进去一个人就客满？	厕所
什么时候，我们会目中无人？	半夜我们一个人走在墓地
在火车站绝不可能发生什么事？	既然不可能发生当然不能发生
孔子与孟子有什么区别？	孔子的子在左边，孟子的子在上边
谁家没有电话？（打一成语）	天衣（天衣无缝PHONE）
网要什么时候可以提水？	当水结成冰的时候
小琪从事美容工作已经很多年了，为什么连个眼影都画不好？	他是给汽车美容。
什么球身上长毛？	羽毛球
小明在图画课是交了一张全部涂黑的图画为什么老师还是算及格？	因为小明画的是一个黑人在半夜里抓乌鸦
请问怎么样才能看到你的眼皮？	闭眼
鸡鹅百米赛跑，鸡比鹅跑得快，为什么却后到终点站？	鸡跑错了方向
香港最出名的是什么？	香港脚
什么东西在你的眼前，但你的左脚却永远不能踩到？	你的左脚。
阿陈为什么不能把赌博一次戒掉？	因为戒了右手还有左手呀
说有一只乌龟，一天路过一个火车站，它正想爬过去的时候，突然开过来一辆火车，乌龟由于躲闪不及，被火车压了过去，等火车过去了以后，乌龟发现自己没有死，你猜是为什么呢？	它在做梦
